Cohort_Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2014-01,100.0,9.375,,6.25,6.25,,6.25,12.5,15.625,9.375,21.875,15.625,9.375,,9.375,9.375,9.375,12.5,9.375,6.25,12.5,,18.75,15.625,6.25,3.125,15.625,12.5,9.375,15.625,3.125,3.125,34.375,6.25,28.125,18.75,15.625,3.125,18.75,12.5,15.625,12.5,3.125,6.25,28.125,28.125,31.25,18.75
2014-02,100.0,16.666666666666664,8.333333333333332,4.166666666666666,,8.333333333333332,8.333333333333332,12.5,12.5,16.666666666666664,16.666666666666664,4.166666666666666,,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,12.5,,25.0,8.333333333333332,12.5,8.333333333333332,,12.5,4.166666666666666,4.166666666666666,16.666666666666664,,12.5,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,12.5,16.666666666666664,8.333333333333332,8.333333333333332,20.833333333333336,12.5,12.5,16.666666666666664,25.0,25.0,12.5,
2014-03,100.0,6.153846153846154,3.076923076923077,12.307692307692308,10.76923076923077,,10.76923076923077,7.6923076923076925,12.307692307692308,9.230769230769232,1.5384615384615385,3.076923076923077,9.230769230769232,4.615384615384616,7.6923076923076925,7.6923076923076925,4.615384615384616,7.6923076923076925,13.846153846153847,16.923076923076923,20.0,18.461538461538463,6.153846153846154,6.153846153846154,9.230769230769232,12.307692307692308,12.307692307692308,9.230769230769232,13.846153846153847,7.6923076923076925,20.0,12.307692307692308,20.0,15.384615384615385,3.076923076923077,9.230769230769232,9.230769230769232,18.461538461538463,20.0,15.384615384615385,18.461538461538463,9.230769230769232,29.230769230769234,12.307692307692308,27.692307692307693,24.615384615384617,,
2014-04,100.0,10.714285714285714,3.571428571428571,7.142857142857142,5.357142857142857,14.285714285714285,10.714285714285714,16.071428571428573,14.285714285714285,1.7857142857142856,7.142857142857142,8.928571428571429,14.285714285714285,17.857142857142858,10.714285714285714,8.928571428571429,10.714285714285714,16.071428571428573,5.357142857142857,25.0,19.642857142857142,5.357142857142857,3.571428571428571,12.5,8.928571428571429,14.285714285714285,16.071428571428573,14.285714285714285,8.928571428571429,25.0,10.714285714285714,25.0,26.785714285714285,7.142857142857142,5.357142857142857,25.0,5.357142857142857,19.642857142857142,8.928571428571429,12.5,14.285714285714285,26.785714285714285,14.285714285714285,25.0,25.0,,,
2014-05,100.0,8.928571428571429,8.928571428571429,7.142857142857142,17.857142857142858,3.571428571428571,21.428571428571427,17.857142857142858,7.142857142857142,5.357142857142857,7.142857142857142,12.5,3.571428571428571,8.928571428571429,3.571428571428571,8.928571428571429,14.285714285714285,10.714285714285714,19.642857142857142,14.285714285714285,8.928571428571429,3.571428571428571,5.357142857142857,12.5,12.5,8.928571428571429,8.928571428571429,7.142857142857142,19.642857142857142,14.285714285714285,23.214285714285715,23.214285714285715,7.142857142857142,5.357142857142857,5.357142857142857,8.928571428571429,7.142857142857142,19.642857142857142,12.5,10.714285714285714,28.57142857142857,12.5,30.357142857142854,16.071428571428573,,,,
2014-06,100.0,2.083333333333333,4.166666666666666,8.333333333333332,4.166666666666666,18.75,16.666666666666664,2.083333333333333,8.333333333333332,12.5,10.416666666666668,10.416666666666668,6.25,8.333333333333332,14.583333333333334,10.416666666666668,14.583333333333334,33.33333333333333,18.75,6.25,4.166666666666666,18.75,10.416666666666668,8.333333333333332,10.416666666666668,8.333333333333332,4.166666666666666,22.916666666666664,20.833333333333336,14.583333333333334,29.166666666666668,6.25,6.25,8.333333333333332,12.5,18.75,18.75,10.416666666666668,6.25,27.083333333333332,14.583333333333334,29.166666666666668,22.916666666666664,,,,,
2014-07,100.0,13.636363636363635,11.363636363636363,,11.363636363636363,18.181818181818183,4.545454545454546,,18.181818181818183,4.545454545454546,15.909090909090908,15.909090909090908,11.363636363636363,,11.363636363636363,9.090909090909092,13.636363636363635,15.909090909090908,4.545454545454546,4.545454545454546,9.090909090909092,11.363636363636363,13.636363636363635,13.636363636363635,9.090909090909092,20.454545454545457,15.909090909090908,13.636363636363635,25.0,22.727272727272727,6.8181818181818175,15.909090909090908,9.090909090909092,13.636363636363635,15.909090909090908,20.454545454545457,9.090909090909092,13.636363636363635,25.0,22.727272727272727,29.545454545454547,20.454545454545457,,,,,,
2014-08,100.0,16.3265306122449,6.122448979591836,22.448979591836736,10.204081632653061,6.122448979591836,8.16326530612245,4.081632653061225,8.16326530612245,6.122448979591836,10.204081632653061,12.244897959183673,4.081632653061225,18.367346938775512,12.244897959183673,16.3265306122449,26.53061224489796,4.081632653061225,2.0408163265306123,8.16326530612245,6.122448979591836,14.285714285714285,12.244897959183673,14.285714285714285,18.367346938775512,30.612244897959183,10.204081632653061,22.448979591836736,22.448979591836736,4.081632653061225,8.16326530612245,6.122448979591836,16.3265306122449,14.285714285714285,14.285714285714285,18.367346938775512,16.3265306122449,18.367346938775512,24.489795918367346,22.448979591836736,20.408163265306122,,,,,,,
2014-09,100.0,13.23529411764706,13.23529411764706,16.176470588235293,1.4705882352941175,2.941176470588235,13.23529411764706,14.705882352941178,13.23529411764706,2.941176470588235,8.823529411764707,11.76470588235294,17.647058823529413,8.823529411764707,19.11764705882353,22.058823529411764,2.941176470588235,7.352941176470589,13.23529411764706,7.352941176470589,13.23529411764706,11.76470588235294,10.294117647058822,5.88235294117647,17.647058823529413,4.411764705882353,22.058823529411764,19.11764705882353,4.411764705882353,2.941176470588235,13.23529411764706,13.23529411764706,11.76470588235294,16.176470588235293,19.11764705882353,13.23529411764706,22.058823529411764,14.705882352941178,23.52941176470588,17.647058823529413,,,,,,,,
2014-10,100.0,7.142857142857142,11.904761904761903,2.380952380952381,7.142857142857142,9.523809523809524,11.904761904761903,9.523809523809524,7.142857142857142,9.523809523809524,9.523809523809524,16.666666666666664,9.523809523809524,19.047619047619047,11.904761904761903,4.761904761904762,7.142857142857142,9.523809523809524,16.666666666666664,21.428571428571427,11.904761904761903,9.523809523809524,11.904761904761903,23.809523809523807,16.666666666666664,11.904761904761903,16.666666666666664,7.142857142857142,9.523809523809524,14.285714285714285,11.904761904761903,16.666666666666664,23.809523809523807,19.047619047619047,9.523809523809524,26.190476190476193,16.666666666666664,30.952380952380953,33.33333333333333,,,,,,,,,
2014-11,100.0,24.193548387096776,,4.838709677419355,8.064516129032258,6.451612903225806,3.225806451612903,9.67741935483871,4.838709677419355,8.064516129032258,17.741935483870968,8.064516129032258,20.967741935483872,24.193548387096776,3.225806451612903,6.451612903225806,8.064516129032258,12.903225806451612,4.838709677419355,9.67741935483871,11.29032258064516,8.064516129032258,25.806451612903224,9.67741935483871,16.129032258064516,22.58064516129032,6.451612903225806,3.225806451612903,20.967741935483872,19.35483870967742,17.741935483870968,11.29032258064516,8.064516129032258,14.516129032258066,22.58064516129032,19.35483870967742,30.64516129032258,35.483870967741936,,,,,,,,,,
2014-12,100.0,6.122448979591836,8.16326530612245,8.16326530612245,4.081632653061225,6.122448979591836,8.16326530612245,12.244897959183673,10.204081632653061,18.367346938775512,12.244897959183673,12.244897959183673,18.367346938775512,8.16326530612245,2.0408163265306123,10.204081632653061,12.244897959183673,10.204081632653061,12.244897959183673,12.244897959183673,14.285714285714285,24.489795918367346,8.16326530612245,24.489795918367346,24.489795918367346,8.16326530612245,6.122448979591836,8.16326530612245,10.204081632653061,16.3265306122449,14.285714285714285,14.285714285714285,18.367346938775512,20.408163265306122,18.367346938775512,30.612244897959183,30.612244897959183,,,,,,,,,,,
2015-01,100.0,,14.285714285714285,,14.285714285714285,14.285714285714285,28.57142857142857,,,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,,,14.285714285714285,14.285714285714285,,,14.285714285714285,,14.285714285714285,28.57142857142857,,,14.285714285714285,28.57142857142857,28.57142857142857,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285,,28.57142857142857,,14.285714285714285,,,,,,,,,,,,
2015-02,100.0,,14.285714285714285,,,14.285714285714285,,28.57142857142857,,,14.285714285714285,,14.285714285714285,,,,,28.57142857142857,,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,,,14.285714285714285,57.14285714285714,,,28.57142857142857,14.285714285714285,28.57142857142857,28.57142857142857,28.57142857142857,,,,,,,,,,,,,
